ObjectID,GlobalID,Latitude_y,Longitude_x,Elevation_z,HorizontalA,What is the species name of your tree?,tree_type_calc,Tree Type:,nativity_calc,Tree Status:,Rate the observed health of the tree:,Percent estimate of canopy deadwood?,Estimate the Height of the tree (m):,Estimate the width of the canopy (m):,calc_dbh,Select any tree flags,Any additional comments?,CreationDate,Creator,EditDate,Editor,x,y
26,0a04b943-6eaa-4b50-8f3b-40eb5d759902,43.1868159900518,-79.5532164615329,104.698029812425,4.7400564834567,Red maple,Deciduous,Deciduous,Native,Native,3,40,15,6,7.00281761549858,tree_flag_5,,11/1/2023 8:19:58 PM,chnevi@flemingcollege.ca_Fleming,11/1/2023 8:19:58 PM,chnevi@flemingcollege.ca_Fleming,-79.5532164615329,43.1868159900518
27,4adf33f2-a5fc-407e-8912-727e9ee50b83,43.1869038917389,-79.5534964497201,105.074359674007,4.73117923317914,Dawn redwood,Conifer,Conifer,Introduced,Introduced,1,5,15,5,11.7774659897022,tree_flag_9,"tree trunk has multiple branches, measured the largest in the middle ",11/1/2023 8:23:52 PM,chnevi@flemingcollege.ca_Fleming,11/1/2023 8:23:52 PM,chnevi@flemingcollege.ca_Fleming,-79.5534964497201,43.1869038917389
28,d01a0ab7-b8e1-45d0-a1e1-fd7c512cab08,43.1869421900691,-79.5529879109472,103.470201804303,4.7383412933536,White spruce,Conifer,Conifer,Native,Native,1,0,14,8,18.7802836052008,tree_flag_9,,11/1/2023 8:26:53 PM,chnevi@flemingcollege.ca_Fleming,11/1/2023 8:26:53 PM,chnevi@flemingcollege.ca_Fleming,-79.5529879109472,43.1869421900691
29,bfbba538-8ee0-4213-a026-18a56ff8ccc0,43.1870874835296,-79.5529117552866,103.571414906532,4.74404545401841,Oregon ash,Deciduous,Deciduous,Native,Native,4,50,50,30,76.3943739872573,"tree_flag_2,tree_flag_4,tree_flag_6",,11/1/2023 8:33:22 PM,chnevi@flemingcollege.ca_Fleming,11/1/2023 8:33:22 PM,chnevi@flemingcollege.ca_Fleming,-79.5529117552866,43.1870874835296
30,1dee3969-9caf-43cf-81f8-3e2548927afb,43.5316289632585,-79.6557977185592,126.373813715828,24,American elder,Deciduous,Deciduous,Native,Native,1,2,13,10,76.3943739872573,"tree_flag_8,tree_flag_9",,11/2/2023 5:34:12 PM,ayquresh@flemingcollege.ca_Fleming,11/2/2023 5:34:12 PM,ayquresh@flemingcollege.ca_Fleming,-79.6557977185592,43.5316289632585
31,8cd7c429-1aeb-4a43-8abf-86b23d18bd0c,43.5314561797871,-79.6559475658626,118.133985900879,32,Black maple,Deciduous,Deciduous,Native,Native,1,3,8.5,8,19.0985934968143,tree_flag_5,,11/2/2023 5:38:09 PM,ayquresh@flemingcollege.ca_Fleming,11/2/2023 5:38:09 PM,ayquresh@flemingcollege.ca_Fleming,-79.6559475658626,43.5314561797871
32,dc976db7-6d3c-4a6c-a37d-c31418ae6df5,43.5313491226275,-79.6561837227729,127.547332575802,6.00090620526066,Eastern white-cedar,Conifer,Conifer,Native,Native,1,2,6.5,4.5,15.9154945806786,"tree_flag_9,tree_flag_8",Budding cones,11/2/2023 5:41:27 PM,ayquresh@flemingcollege.ca_Fleming,11/2/2023 5:41:27 PM,ayquresh@flemingcollege.ca_Fleming,-79.6561837227729,43.5313491226275
33,598c847d-c27a-42ef-98ee-3a5431a1cc5f,43.5309488091521,-79.6565530133478,128.174183693607,16,Peachleaf willow,Deciduous,Deciduous,Native,Native,1,20,7,3,4.77464837420358,tree_flag_4,,11/2/2023 5:48:38 PM,ayquresh@flemingcollege.ca_Fleming,11/2/2023 5:48:38 PM,ayquresh@flemingcollege.ca_Fleming,-79.6565530133478,43.5309488091521
34,1f5edc9a-e547-4c98-b754-f487718fe5cf,43.5331680480759,-79.6597401636305,120.933741760254,32,Eastern white pine,Conifer,Conifer,Native,Native,5,100,10,9,35.0140880774929,"tree_flag_1,tree_flag_5,tree_flag_6",I think is intended to remove,11/2/2023 5:57:22 PM,ayquresh@flemingcollege.ca_Fleming,11/2/2023 5:57:22 PM,ayquresh@flemingcollege.ca_Fleming,-79.6597401636305,43.5331680480759
35,68839b5f-ffbf-469f-891b-ffe63479247d,43.5329845940561,-79.6598520245032,130.347141364134,24,Golden Weeping willow,Deciduous,Deciduous,Introduced,Introduced,1,0,17,16,63.6619783227144,"tree_flag_8,tree_flag_9",,11/2/2023 6:02:07 PM,ayquresh@flemingcollege.ca_Fleming,11/2/2023 6:02:07 PM,ayquresh@flemingcollege.ca_Fleming,-79.6598520245032,43.5329845940561
36,8ec23a2e-f80d-4f00-a991-026c74c14efb,43.5331794140183,-79.6599749169955,130.41547859575,4.00060413684044,Eastern hemlock,Conifer,Conifer,Native,Native,1,13,17,8.5,22.28169241295,"tree_flag_9,tree_flag_8",,11/2/2023 6:04:57 PM,ayquresh@flemingcollege.ca_Fleming,11/2/2023 6:04:57 PM,ayquresh@flemingcollege.ca_Fleming,-79.6599749169955,43.5331794140183
37,e942a6e2-ca1b-45b3-9055-40dedb2437e6,45.35346984,-75.5912876,66.140869140625,3.79009246826172,Red pine,Conifer,Conifer,Native,Native,2,0,18,3,35.6507078607201,tree_flag_6,,11/6/2023 6:13:57 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:13:57 PM,harive@flemingcollege.ca_Fleming,-75.5912876,45.35346984
38,f3ff5f65-1ce6-438b-accf-223389a0a11f,45.35340524,-75.59136232,72.1453857421875,3.79009246826172,White birch,Deciduous,Deciduous,Native,Native,5,0,12,4,9.54929674840716,"tree_flag_6,tree_flag_7",,11/6/2023 6:18:24 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:18:24 PM,harive@flemingcollege.ca_Fleming,-75.59136232,45.35340524
39,5227b9c3-16fd-4961-8cd2-7a3363004053,45.3532115,-75.59116833,61.8587036132813,3.79009246826172,Red pine,Conifer,Conifer,Native,Native,1,10,16,3,28.6478902452215,tree_flag_9,,11/6/2023 6:20:16 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:20:16 PM,harive@flemingcollege.ca_Fleming,-75.59116833,45.3532115
40,42c4cd73-29c6-49ea-a7ca-ce2c0c7d093b,45.3530016,-75.59108198,65.2036743164063,3.79009246826172,Sugar maple,Deciduous,Deciduous,Native,Native,2,10,14,5,15.9154945806786,"tree_flag_6,tree_flag_4",,11/6/2023 6:23:33 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:23:33 PM,harive@flemingcollege.ca_Fleming,-75.59108198,45.3530016
41,6279e06b-106e-4ac4-aefb-820d5214861b,45.35293994,-75.59104689,59.1139526367188,3.79009246826172,Red maple,Deciduous,Deciduous,Native,Native,5,0,12,6,21.9633825213365,"tree_flag_6,tree_flag_2,tree_flag_1","C2, target canker",11/6/2023 6:26:11 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:26:11 PM,harive@flemingcollege.ca_Fleming,-75.59104689,45.35293994
42,9a77cad2-b6e6-4089-ae53-56f544fc6c83,45.35262216,-75.59036884,62.348876953125,3.79009246826172,Eastern white pine,Conifer,Conifer,Native,Native,5,50,22,10,69.0732464801451,"tree_flag_7,tree_flag_2,tree_flag_6,tree_flag_4","Missing top, broken branches",11/6/2023 6:32:28 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:32:28 PM,harive@flemingcollege.ca_Fleming,-75.59036884,45.35262216
43,e99e8293-3e50-4e59-a320-de98f6f36e6e,45.35233355,-75.59027175,62.83203125,3.79009246826172,Largetooth aspen,Deciduous,Deciduous,Native,Native,2,40,18,6,46.7915540671951,"tree_flag_2,tree_flag_7,tree_flag_6",,11/6/2023 6:35:42 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:35:42 PM,harive@flemingcollege.ca_Fleming,-75.59027175,45.35233355
44,e5e3dd0f-9471-4842-b948-d6a3763ec360,45.35213973,-75.59001537,63.4472045898438,3.79009246826172,Largetooth aspen,Deciduous,Deciduous,Native,Native,1,0,22,9,42.6535254762187,tree_flag_9,,11/6/2023 6:38:55 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:38:55 PM,harive@flemingcollege.ca_Fleming,-75.59001537,45.35213973
45,13dd2e58-e4a8-4446-98e3-c5237ef243b5,45.3518971,-75.58891975,63.2972412109375,3.79009246826172,Tamarack,Conifer,Conifer,Native,Native,1,10,15,6,41.6985958013779,tree_flag_9,,11/6/2023 6:43:06 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:43:06 PM,harive@flemingcollege.ca_Fleming,-75.58891975,45.3518971
46,87e998be-5958-467b-86e1-e02efaf60bcb,45.35174793,-75.58787271,61.3231201171875,3.80048775672913,Red pine,Conifer,Conifer,Native,Native,1,0,16,3,32.1492990529708,tree_flag_9,,11/6/2023 6:46:26 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:46:26 PM,harive@flemingcollege.ca_Fleming,-75.58787271,45.35174793
47,a203351b-46cd-477f-8a39-a101fb044793,45.35165329,-75.58768702,61.8634033203125,3.79009246826172,Red pine,Conifer,Conifer,Native,Native,1,5,18,4,35.3323979691065,tree_flag_9,,11/6/2023 6:47:35 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:47:35 PM,harive@flemingcollege.ca_Fleming,-75.58768702,45.35165329
48,8dd70869-2418-4959-91ab-866a742be3a2,45.35128515,-75.58692342,64.925048828125,3.79009246826172,Red pine,Conifer,Conifer,Native,Native,1,0,16,6,39.4704265600829,tree_flag_9,,11/6/2023 6:53:42 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:53:42 PM,harive@flemingcollege.ca_Fleming,-75.58692342,45.35128515
49,fe13d994-fdbe-432d-b2a9-79a7ae49738d,45.35096501,-75.58659103,55.3491821289063,3.79009246826172,Red pine,Conifer,Conifer,Native,Native,1,0,14,3,38.8338067768558,tree_flag_9,,11/6/2023 6:55:58 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:55:58 PM,harive@flemingcollege.ca_Fleming,-75.58659103,45.35096501
50,313b32a9-f22e-4e23-99f1-5ca882afa8a5,45.35067213,-75.58599736,52.2356567382813,3.79009246826172,White birch,Deciduous,Deciduous,Native,Native,1,0,12,3,15.9154945806786,tree_flag_9,,11/6/2023 6:58:20 PM,harive@flemingcollege.ca_Fleming,11/6/2023 6:58:20 PM,harive@flemingcollege.ca_Fleming,-75.58599736,45.35067213
51,c785049f-a048-446f-9df1-f8f3b4f1d0b6,45.35072928,-75.58574764,53.6603393554688,3.79009246826172,Red pine,Conifer,Conifer,Native,Native,2,5,17,3,35.6507078607201,"tree_flag_9,tree_flag_6",Lean more than 10 degrees,11/6/2023 7:00:24 PM,harive@flemingcollege.ca_Fleming,11/6/2023 7:00:24 PM,harive@flemingcollege.ca_Fleming,-75.58574764,45.35072928
52,092d207c-70f6-4f5e-a1a4-1b466e35b295,45.35073697,-75.58624476,60.9844970703125,3.79009246826172,Red pine,Conifer,Conifer,Native,Native,1,10,15,3,35.6507078607201,tree_flag_6,,11/6/2023 7:04:38 PM,harive@flemingcollege.ca_Fleming,11/6/2023 7:04:38 PM,harive@flemingcollege.ca_Fleming,-75.58624476,45.35073697
53,8195b751-c30a-4eb6-bbfe-ca364e8fd420,45.35188496,-75.58958547,64.8026123046875,3.79009246826172,Red maple,Deciduous,Deciduous,Native,Native,2,5,10,4,31.1943693781301,tree_flag_6,,11/6/2023 7:16:31 PM,harive@flemingcollege.ca_Fleming,11/6/2023 7:16:31 PM,harive@flemingcollege.ca_Fleming,-75.58958547,45.35188496
54,b19c08fb-452e-4108-8e0c-ac2963037a40,45.35366877,-75.59142649,63.234619140625,4.16221857070923,Red pine,Conifer,Conifer,Native,Native,1,0,17,2,35.0140880774929,tree_flag_6,"Chain around that can cause girdling, clothes line nailed into the side",11/6/2023 7:23:28 PM,harive@flemingcollege.ca_Fleming,11/6/2023 7:23:28 PM,harive@flemingcollege.ca_Fleming,-75.59142649,45.35366877
55,0ba91362-d843-492d-82ee-f7a08b9bf4fc,45.3539692,-75.59178821,63.0723876953125,3.79009246826172,Eastern white pine,Conifer,Conifer,Native,Native,1,0,9,2,18.4619737135872,tree_flag_9,,11/6/2023 7:25:13 PM,harive@flemingcollege.ca_Fleming,11/6/2023 7:25:13 PM,harive@flemingcollege.ca_Fleming,-75.59178821,45.3539692
56,c0131fbb-d813-403a-9ee7-257b74dad6f2,45.35411641,-75.59198245,66.3952026367188,3.79009246826172,Red pine,Conifer,Conifer,Native,Native,2,5,10,2,24.509861654245,tree_flag_6,Lean more than 10 degrees,11/6/2023 7:29:39 PM,harive@flemingcollege.ca_Fleming,11/6/2023 7:29:39 PM,harive@flemingcollege.ca_Fleming,-75.59198245,45.35411641
57,7af86ac5-3e7c-451c-85c1-aa676e321af7,43.589950975656,-79.619564772038,118.540990798734,4.74504769454089,White spruce,Conifer,Conifer,Native,Native,1,5,6,4,39.1521166684694,tree_flag_8,,11/7/2023 1:39:44 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 1:39:44 PM,mcui@flemingcollege.ca_Fleming,-79.619564772038,43.589950975656
58,1332e159-4278-4d4c-87c2-69223286d9c1,43.5902821569299,-79.6202562723889,117.359797935002,4.74459913673381,Sugar maple,Deciduous,Deciduous,Native,Native,1,80,4,2,9.54929674840716,tree_flag_9,,11/7/2023 1:44:38 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 1:44:38 PM,mcui@flemingcollege.ca_Fleming,-79.6202562723889,43.5902821569299
59,e989c1bf-fed3-48b0-b9d7-fb3f36f31f9d,43.5904598122825,-79.6205775376447,120.055684741586,4.746064756122,White oak,Deciduous,Deciduous,Native,Native,1,10,3,1,8.59436707356645,tree_flag_8,,11/7/2023 1:48:14 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 1:48:14 PM,mcui@flemingcollege.ca_Fleming,-79.6205775376447,43.5904598122825
60,bef0d49a-4309-49f2-ab0c-b02f4b63a63a,43.5905740142364,-79.6207136039744,121.221047227271,4.74367303075081,Sugar maple,Deciduous,Deciduous,Native,Native,3,30,7,5,28.6478902452215,"tree_flag_5,tree_flag_7",,11/7/2023 1:53:50 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 1:53:50 PM,mcui@flemingcollege.ca_Fleming,-79.6207136039744,43.5905740142364
61,dbca4733-50f2-4d8c-9619-101e24c62a56,43.5905959886875,-79.6208707362645,120.830481298268,4.74294487082335,White oak,Deciduous,Deciduous,Native,Native,2,5,3,1.5,7.9577472903393,tree_flag_6,,11/7/2023 1:56:35 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 1:56:35 PM,mcui@flemingcollege.ca_Fleming,-79.6208707362645,43.5905959886875
62,77120a60-437f-48eb-b9c3-e969a281084c,43.5906432379519,-79.621061964151,117.383161343634,4.74537018025418,Red maple,Deciduous,Deciduous,Native,Native,1,20,3,1,5.41126815743073,tree_flag_9,,11/7/2023 1:59:40 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 1:59:40 PM,mcui@flemingcollege.ca_Fleming,-79.621061964151,43.5906432379519
63,8661bac5-8eb8-4b18-938e-ceb0b6f57c7c,43.5906990937324,-79.6212396937224,118.814947889186,4.74309706798395,Silver maple,Deciduous,Deciduous,Native,Native,1,20,12,6,47.7464837420358,tree_flag_3,,11/7/2023 2:02:04 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:02:04 PM,mcui@flemingcollege.ca_Fleming,-79.6212396937224,43.5906990937324
64,3696758d-9054-4f40-a6e5-95baea93cbd2,43.590735126385,-79.6214884467989,118.500560118817,4.74275588497843,American beech,Deciduous,Deciduous,Native,Native,2,15,4,2,10.8225363148615,tree_flag_9,,11/7/2023 2:04:12 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:04:12 PM,mcui@flemingcollege.ca_Fleming,-79.6214884467989,43.590735126385
65,063baf60-b239-4dcd-8432-1259be6bd35e,43.5909631306051,-79.6217044025038,119.15168141108,4.73988385695543,Sugar maple,Deciduous,Deciduous,Native,Native,2,15,10,7,40.1070463433101,"tree_flag_3,tree_flag_5",,11/7/2023 2:07:45 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:07:45 PM,mcui@flemingcollege.ca_Fleming,-79.6217044025038,43.5909631306051
66,dce3d9ac-57c1-4bd9-80ed-90d9663c389b,43.5909909358799,-79.6220276909877,120.36660462711,4.74461826266648,Manitoba maple,Deciduous,Deciduous,Native,Native,2,40,3,1,6.68450772388501,tree_flag_5,,11/7/2023 2:09:19 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:09:19 PM,mcui@flemingcollege.ca_Fleming,-79.6220276909877,43.5909909358799
67,0632e85d-d22f-49a9-a882-fe9562ae365d,43.5050153277394,-79.6648415576226,147.614460125566,5.18919182557578,Balsam fir,Conifer,Conifer,Native,Native,1,0,15,8,15.9154945806786,"tree_flag_9,tree_flag_8",,11/7/2023 2:10:05 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:10:05 PM,mend@flemingcollege.ca_Fleming,-79.6648415576226,43.5050153277394
68,04b9a61a-d7d9-4859-9a40-545c66f36def,43.5049945494912,-79.6649179472036,148.278072619811,5.1966839750142,Balsam fir,Conifer,Conifer,Native,Native,1,8,18,10,38.1971869936286,"tree_flag_9,tree_flag_4",,11/7/2023 2:11:13 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:11:13 PM,mend@flemingcollege.ca_Fleming,-79.6649179472036,43.5049945494912
69,4bc17440-238d-4744-a08d-1162ebb23320,43.5911230133803,-79.6222739778826,118.934119468555,4.74471046147442,Black locust,Deciduous,Deciduous,Naturalized,Naturalized,1,20,3,2,11.140846206475,tree_flag_9,,11/7/2023 2:11:42 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:11:42 PM,mcui@flemingcollege.ca_Fleming,-79.6222739778826,43.5911230133803
70,928cca32-ee08-486d-9e5e-8daf8684b8c5,43.5911492886815,-79.6223138583668,121.246196921915,4.74421590202866,Eastern cottonwood,Deciduous,Deciduous,Native,Native,3,70,3,2,9.54929674840716,"tree_flag_2,tree_flag_4,tree_flag_5,tree_flag_6",,11/7/2023 2:13:13 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:13:13 PM,mcui@flemingcollege.ca_Fleming,-79.6223138583668,43.5911492886815
71,43693a3a-f83e-4072-832c-77e468e6b580,43.5049142568609,-79.6651135102744,148.451274301857,5.0471245631413,Sugar maple,Deciduous,Deciduous,Native,Native,1,5,4,3,9.54929674840716,"tree_flag_8,tree_flag_9",,11/7/2023 2:14:02 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:14:02 PM,mend@flemingcollege.ca_Fleming,-79.6651135102744,43.5049142568609
72,1972b12d-22cf-4575-85a7-17b247cba220,43.5914704684041,-79.6224972263673,120.86597175058,4.74427692930837,Eastern white pine,Conifer,Conifer,Native,Native,1,0,3,1,9.54929674840716,tree_flag_8,,11/7/2023 2:14:55 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:14:55 PM,mcui@flemingcollege.ca_Fleming,-79.6224972263673,43.5914704684041
73,9c0ba097-2af3-4b4d-85f7-d383a2766fac,43.5048021179763,-79.6651716111576,148.54607113637,5.13356435541512,Balsam fir,Conifer,Conifer,Native,Native,3,35,15,10,60.4788794065787,"tree_flag_4,tree_flag_7",,11/7/2023 2:15:06 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:15:06 PM,mend@flemingcollege.ca_Fleming,-79.6651716111576,43.5048021179763
74,55aee00e-8acd-4086-b5f0-0a1c3783455f,43.5916204986284,-79.6225839784925,122.056202503853,4.7435883918525,Trembling aspen,Deciduous,Deciduous,Native,Native,2,10,3,1.5,6.36619783227144,tree_flag_5,,11/7/2023 2:16:43 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:16:43 PM,mcui@flemingcollege.ca_Fleming,-79.6225839784925,43.5916204986284
75,a85205be-c6e1-4cb4-963b-f45e7691c488,43.504675689466,-79.6653156446668,149.1184529569,5.14315658220075,Sugar maple,Deciduous,Deciduous,Native,Native,2,5,12,17,66.8450772388501,tree_flag_4,,11/7/2023 2:16:44 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:16:44 PM,mend@flemingcollege.ca_Fleming,-79.6653156446668,43.504675689466
76,c10d5a47-82c1-4357-b821-a746a9b5be42,43.5046440806972,-79.6654197825592,148.636343329214,5.00014208123708,Eastern white pine,Conifer,Conifer,Native,Native,2,9,18,10,79.577472903393,tree_flag_4,,11/7/2023 2:17:44 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:17:44 PM,mend@flemingcollege.ca_Fleming,-79.6654197825592,43.5046440806972
77,ebe58cf9-7c69-4f3b-870a-87c9c7bc327b,43.5045353499593,-79.665563793442,150.848508473486,5.11332166083008,Eastern white pine,Conifer,Conifer,Native,Native,2,5,14,12,57.295780490443,tree_flag_4,,11/7/2023 2:18:37 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:18:37 PM,mend@flemingcollege.ca_Fleming,-79.665563793442,43.5045353499593
78,ec650491-a9d7-42dc-a764-644d2bd72bee,43.5293121649042,-79.6508984209505,125.197124481201,16.4689701993544,Black maple,Deciduous,Deciduous,Native,Native,1,10,10,8,28.6478902452215,"tree_flag_8,tree_flag_9",,11/7/2023 2:18:48 PM,ayquresh@flemingcollege.ca_Fleming,11/7/2023 2:18:48 PM,ayquresh@flemingcollege.ca_Fleming,-79.6508984209505,43.5293121649042
79,acbfb428-4e57-45b2-9231-5a75bc413463,43.5045037006537,-79.6656286457087,150.151675442234,5.12826011429666,Balsam fir,Conifer,Conifer,Native,Native,2,7,18,12,58.8873299485108,tree_flag_4,,11/7/2023 2:19:16 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:19:16 PM,mend@flemingcollege.ca_Fleming,-79.6656286457087,43.5045037006537
80,3d1029f2-e2d3-43fd-a2e9-b9eae27b1e2d,43.5912590000129,-79.6229486828842,121.94538247399,4.73424001870871,Lodgepole pine,Conifer,Conifer,Native,Native,2,20,10,10,38.1971869936286,tree_flag_4,,11/7/2023 2:20:33 PM,mcui@flemingcollege.ca_Fleming,11/7/2023 2:20:33 PM,mcui@flemingcollege.ca_Fleming,-79.6229486828842,43.5912590000129
81,eb277383-dabc-4188-a43f-c089976167d0,43.5041479772684,-79.6664206425834,150.334291755222,5.07848587686419,Balsam fir,Conifer,Conifer,Native,Native,3,10,17,12,63.6619783227144,"tree_flag_4,tree_flag_2",,11/7/2023 2:20:54 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:20:54 PM,mend@flemingcollege.ca_Fleming,-79.6664206425834,43.5041479772684
82,9a710d1c-d3fb-4a88-813f-9e817a76a830,43.5041044314719,-79.6665451325231,150.47044208087,4.93787387899654,Balsam fir,Conifer,Conifer,Native,Native,2,3,12,5,55.7042310323751,tree_flag_4,,11/7/2023 2:21:39 PM,mend@flemingcollege.ca_Fleming,11/7/2023 2:21:39 PM,mend@flemingcollege.ca_Fleming,-79.6665451325231,43.5041044314719
