ObjectID,GlobalID,What is the species of the tree?,treeclass,treenative,What would you rate the health of the tree (1 being no concerns and 6 being hazardous)?,What is the estimated % of deadwood in canopy (% of total)?,What is the estimated height of the tree (m) (above ground)?,What is the estimated width of the canopy (m)?,DBH,Any possible flags that the tree needs?,verticalaccuracy,horizontalaccuracy,sealevel,Date and time of observation,Any other comments on the tree?,CreationDate,Creator,EditDate,Editor,x,y
23,ead4d25a-6aad-4548-bbe3-b96223d3ee84,Kentuckycoffeetree,Deciduous,Native,1,50,3,1.5,0.06366197723675814,"4,2",3.3156685606935983,4.77816691089971,265.4268209161237,11/1/2023 7:00:18 PM,,11/1/2023 7:00:30 PM,jacksmit@flemingcollege.ca_Fleming,11/1/2023 7:00:30 PM,jacksmit@flemingcollege.ca_Fleming,-78.738364012279,44.339681112961
24,728d6f09-106c-4786-9f38-d8566b3c1ed8,Whiteelm,Deciduous,Native,1,10,4,1.5,0.05729577951308232,"2,8",3.371846121562072,4.738690828203044,266.0777480881661,11/1/2023 7:01:38 PM,,11/1/2023 7:01:49 PM,jacksmit@flemingcollege.ca_Fleming,11/1/2023 7:01:49 PM,jacksmit@flemingcollege.ca_Fleming,-78.7383291842707,44.3395910467669
25,ebe518c7-4791-4d14-9c5c-4f1709c19627,Dwarfhackberry,Deciduous,Native,1,0,2,2,1.2732395447351628,8,3.387563612739803,4.727467588723385,266.17938928026706,11/1/2023 7:02:20 PM,,11/1/2023 7:02:32 PM,thpuvane@flemingcollege.ca_Fleming,11/1/2023 7:02:32 PM,thpuvane@flemingcollege.ca_Fleming,-78.7379887000959,44.3396039376202
26,feca1a1a-4cde-4ca1-b3ac-9572814976ab,Americanbeech,Deciduous,Native,1,10,4,2.5,0.07002817496043395,8,3.348718560639179,4.755062674079018,265.82752587180585,11/1/2023 7:03:11 PM,,11/1/2023 7:03:23 PM,jacksmit@flemingcollege.ca_Fleming,11/1/2023 7:03:23 PM,jacksmit@flemingcollege.ca_Fleming,-78.7378942811259,44.3393120229912
27,f8f270fe-6ba9-4c91-8a56-ef85acc1f4e9,Dawnredwood,Conifer,Introduced,1,0,1,0.5,0.1909859317102744,"4,3",3.3755000975328593,4.7360886947294905,266.85304917022586,11/1/2023 7:04:08 PM,,11/1/2023 7:04:30 PM,thpuvane@flemingcollege.ca_Fleming,11/1/2023 7:04:30 PM,thpuvane@flemingcollege.ca_Fleming,-78.7374132050796,44.3392208865702
28,1b2f161a-6b84-474b-b888-82d7fd0116c1,Honeylocust,Deciduous,Native,1,10,5,3,1.909859317102744,3,3.3624255968694734,4.7453799782847526,268.6931020440534,11/1/2023 7:07:33 PM,,11/1/2023 7:07:54 PM,thpuvane@flemingcollege.ca_Fleming,11/1/2023 7:07:54 PM,thpuvane@flemingcollege.ca_Fleming,-78.7375081464085,44.3390672738245
29,b58b0539-71f0-4e08-a2bd-f2a5e016c704,Silvermaple,Deciduous,Native,1,10,8,6,0.238732414637843,8,3.3656996475921805,4.743058392533947,268.0169660951942,11/1/2023 7:07:51 PM,,11/1/2023 7:08:08 PM,jacksmit@flemingcollege.ca_Fleming,11/1/2023 7:08:08 PM,jacksmit@flemingcollege.ca_Fleming,-78.73724393064,44.3387094870551
30,1396ee8f-55e2-4d8b-93b2-d43561fdd1cc,Redoak,Deciduous,Native,3,15,17,8,0.477464829275686,"2,3,8",3.344884788470932,4.757760269774487,261.2400425616652,11/1/2023 10:15:39 PM,,11/1/2023 10:15:57 PM,jacksmit@flemingcollege.ca_Fleming,11/1/2023 10:15:57 PM,jacksmit@flemingcollege.ca_Fleming,-78.7420370333485,44.3547788296571
31,4e138f65-75e8-499f-a385-eeddf9c12dc2,Norwaymaple,Deciduous,Naturalized,2,10,10,9,0.5570423008216338,8,3.380043973108671,4.732846899345106,260.30438210070133,11/1/2023 10:18:06 PM,,11/1/2023 10:18:30 PM,jacksmit@flemingcollege.ca_Fleming,11/1/2023 10:18:30 PM,jacksmit@flemingcollege.ca_Fleming,-78.7421344671054,44.3550918504604
32,93774876-4118-4310-aa3a-5d4682389724,Sycamoremaple,Deciduous,Introduced,1,0,3.5,1.5,0.11140846016432673,8,3.3238421036338734,4.772484751458048,265.25286075565964,11/2/2023 2:58:59 PM,,11/2/2023 2:59:17 PM,jacksmit@flemingcollege.ca_Fleming,11/2/2023 2:59:17 PM,jacksmit@flemingcollege.ca_Fleming,-78.7368671200954,44.3381389355545
33,22896db9-c564-44ca-af47-b8e7ee83adf8,Balsamfir,Conifer,Native,1,5,5.5,2,0.08594366926962349,8,3.3649607988350443,4.743582597055969,266.0036388011649,11/2/2023 3:03:38 PM,,11/2/2023 3:03:52 PM,jacksmit@flemingcollege.ca_Fleming,11/2/2023 3:03:52 PM,jacksmit@flemingcollege.ca_Fleming,-78.7368556201088,44.3381532973233
34,cfc69529-bd07-4775-aadc-67ab4982bc91,Whitespruce,Conifer,Native,3,5,5.5,3.5,0.17507043740108488,"2,8",3.355588607716682,4.750217061203714,258.95344356261194,11/3/2023 8:16:17 PM,,11/3/2023 8:16:47 PM,jacksmit@flemingcollege.ca_Fleming,11/3/2023 8:16:47 PM,jacksmit@flemingcollege.ca_Fleming,-78.7420156137194,44.3541491973301
35,2b0aed29-18c5-4b00-9026-ea378a22c2d0,Canadayew,Conifer,Native,2,10,2,2,0.06366197723675814,8,3.104482186784139,4.918000344116378,261.58196688536555,11/3/2023 8:18:43 PM,,11/3/2023 8:18:53 PM,jacksmit@flemingcollege.ca_Fleming,11/3/2023 8:18:53 PM,jacksmit@flemingcollege.ca_Fleming,-78.7418407910534,44.3543514614652
36,f16178d1-0043-4db7-826e-b84f17d754f3,Easternwhitepine,Conifer,Native,1,40,2.5,1,0.0954929658551372,2,3.2808168525093513,4.802163867787049,261.5410121474415,11/3/2023 8:23:34 PM,,11/3/2023 8:23:46 PM,jacksmit@flemingcollege.ca_Fleming,11/3/2023 8:23:46 PM,jacksmit@flemingcollege.ca_Fleming,-78.7418931277361,44.3544043538019
37,4289c971-5502-429f-8996-8bb700ec120b,Redoak,Deciduous,Native,1,10,8,6,0.1909859317102744,"8,3",3.3490445726423625,4.754833065759888,261.96150796022266,11/3/2023 8:27:24 PM,,11/3/2023 8:27:41 PM,jacksmit@flemingcollege.ca_Fleming,11/3/2023 8:27:41 PM,jacksmit@flemingcollege.ca_Fleming,-78.7431338667728,44.3550650180892
38,dc54d318-0b02-476e-bc57-da9869459fcd,Norwaymaple,Deciduous,Naturalized,1,10,10,6,0.22281692032865347,"8,4",3.365769324104867,4.743008948937742,272.6688096029684,11/3/2023 8:59:36 PM,,11/3/2023 8:59:49 PM,jacksmit@flemingcollege.ca_Fleming,11/3/2023 8:59:49 PM,jacksmit@flemingcollege.ca_Fleming,-78.7478224596791,44.3526513810184
39,d4706a01-ba75-42c0-bccc-a5b325a076c2,Kentuckycoffeetree,Deciduous,Native,1,1,2,1,0.06366197723675814,"3,4",3.5639734372999055,4.595936288832727,263.532497449778,11/3/2023 9:00:32 PM,,11/3/2023 9:00:44 PM,thpuvane@flemingcollege.ca_Fleming,11/3/2023 9:00:44 PM,thpuvane@flemingcollege.ca_Fleming,-78.7383779045928,44.3397617200805
40,d513fdd5-6758-4eb9-bc1e-0de20132e972,Whiteelm,Deciduous,Native,1,1,4,2,0.15915494309189535,"3,4",3.3386142689620195,4.762162512543229,265.0618048273027,11/3/2023 9:02:02 PM,,11/3/2023 9:02:09 PM,thpuvane@flemingcollege.ca_Fleming,11/3/2023 9:02:09 PM,thpuvane@flemingcollege.ca_Fleming,-78.7382856849355,44.3395896212098
41,440ce666-18cd-4113-a9c7-a7a8338d03de,Americanbeech,Deciduous,Native,1,1,4,3,0.15915494309189535,8,3.3278662075449663,4.7696796053266635,264.51285387109965,11/3/2023 9:04:12 PM,,11/3/2023 9:04:24 PM,thpuvane@flemingcollege.ca_Fleming,11/3/2023 9:04:24 PM,thpuvane@flemingcollege.ca_Fleming,-78.7382097668748,44.3395469230767
42,5f27136e-4c2a-40e8-b3cb-8f6b8732d3ec,Silvermaple,Deciduous,Native,1,5,6,3,0.12732395447351627,8,3.3293588581615805,4.768637816648466,273.66543922387064,11/5/2023 3:22:28 PM,,11/5/2023 3:22:45 PM,jacksmit@flemingcollege.ca_Fleming,11/5/2023 3:22:45 PM,jacksmit@flemingcollege.ca_Fleming,-78.7619769103934,44.3545728381131
43,a4b510ef-fdda-487a-ad8c-38ac4b27df2b,MontereyPine,Conifer,Native,1,25,4,2.5,0.06366197723675814,"8,2",3.3588387577212324,4.747919463556486,278.7418361278251,11/5/2023 3:27:50 PM,,11/5/2023 3:28:09 PM,jacksmit@flemingcollege.ca_Fleming,11/5/2023 3:28:09 PM,jacksmit@flemingcollege.ca_Fleming,-78.7604335294191,44.3537140822491
44,d21effa1-1537-466f-967f-48899722e5f0,Whitefir,Conifer,Introduced,5,8,5,2,0.6366197723675814,"2,3,4",2.5,3.7900924682617188,233.60504150390625,11/5/2023 8:30:52 PM,Fall of leaves due to fall,11/5/2023 8:31:43 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:31:43 PM,rsaravan@flemingcollege.ca_Fleming,-78.75392739,44.35133405
45,2899e393-1e00-4886-a284-835a1420a41c,Subalpinefir,Conifer,Native,4,3,5,4,0.6366197723675814,"4,5,6",2.5,3.7900924682617188,234.88897705078125,11/5/2023 8:32:00 PM,,11/5/2023 8:32:39 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:32:39 PM,rsaravan@flemingcollege.ca_Fleming,-78.7537489,44.35144741
46,57f4df7a-c904-40fb-8e2e-4ad3f7f1758e,Subalpinefir,Conifer,Native,6,2,5,1,0.3183098861837907,"5,4,7",2.5,3.7900924682617188,235.6922607421875,11/5/2023 8:34:00 PM,Not affected by fall,11/5/2023 8:34:25 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:34:25 PM,rsaravan@flemingcollege.ca_Fleming,-78.75263635,44.35169342
47,a23c3633-2a84-487e-9612-76906e4d17a9,Nordmannfir,Conifer,Introduced,3,25,9,2,0.6366197723675814,"5,7,6",2.5,3.7900924682617188,240.15594482421875,11/5/2023 8:35:00 PM,Infected,11/5/2023 8:35:40 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:35:40 PM,rsaravan@flemingcollege.ca_Fleming,-78.75196605,44.35176621
48,f20779ea-db63-4088-b447-49858a2bfa35,Grandfir,Conifer,Native,3,35,25,2,4.45633840657307,"6,5",2.5,3.7900924682617188,235.06317138671875,11/5/2023 8:36:00 PM,,11/5/2023 8:37:12 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:37:12 PM,rsaravan@flemingcollege.ca_Fleming,-78.75126235,44.35144134
49,05cd9bfd-4050-4b78-901f-86aa823cfd71,Subalpinefir,Conifer,Native,5,25,10,23,0.6366197723675814,"6,7,5,2",2.5,3.7900924682617188,236.682861328125,11/5/2023 8:38:00 PM,Good tree,11/5/2023 8:39:05 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:39:05 PM,rsaravan@flemingcollege.ca_Fleming,-78.75080856,44.3504113
50,b549cec3-aaab-4058-93b8-820c81d52e52,Grandfir,Conifer,Native,3,25,6,9,7.321127382227186,"2,3,4",2.5,3.7900924682617188,236.614013671875,11/5/2023 8:40:00 PM,,11/5/2023 8:40:18 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:40:18 PM,rsaravan@flemingcollege.ca_Fleming,-78.75055512,44.34993183
51,e59b7c76-6efb-453b-9e69-1df3c0041e49,Douglasmaple,Deciduous,Native,4,24,3,12,2.864788975654116,"4,6,7",2.5,3.7900924682617188,237.71734619140625,11/5/2023 8:40:00 PM,Not affected,11/5/2023 8:41:26 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:41:26 PM,rsaravan@flemingcollege.ca_Fleming,-78.75036575,44.34948696
52,a62e19e8-32ac-4eb3-8f43-309153e98f0d,Amurmaple,Deciduous,Introduced,5,14,25,21,3.819718634205488,"2,6,8",2.5,3.7900924682617188,235.0924072265625,11/5/2023 8:42:00 PM,Healthy,11/5/2023 8:43:08 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:43:08 PM,rsaravan@flemingcollege.ca_Fleming,-78.74989779,44.34845439
53,3bdd47d4-48f3-42ba-8e53-eb5775e3d8d5,Ailanthus,Deciduous,Naturalized,5,21,25,12,3.819718634205488,"2,3,5",2.5,3.7900924682617188,232.57659912109375,11/5/2023 8:44:00 PM,Healthy,11/5/2023 8:44:24 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:44:24 PM,rsaravan@flemingcollege.ca_Fleming,-78.74954341,44.34767979
54,66a7ebf7-190a-42b4-a624-daaa26d85eea,Smoothserviceberry,Deciduous,Native,3,58,21,6,3.819718634205488,"1,3,7",2.5,3.7900924682617188,232.8372802734375,11/5/2023 8:45:00 PM,,11/5/2023 8:45:07 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:45:07 PM,rsaravan@flemingcollege.ca_Fleming,-78.74933285,44.34720031
55,8a88ef67-2a5c-438b-8aa0-65f949e3a725,Silvermaple,Deciduous,Native,6,1,14,14,3.819718634205488,8,2.5,3.7900924682617188,232.29742431640625,11/5/2023 8:47:00 PM,Healthy tree,11/5/2023 8:47:20 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:47:20 PM,rsaravan@flemingcollege.ca_Fleming,-78.74913139,44.34676066
56,a5600d01-33a9-4b51-b402-8c577ab81567,Subalpinefir,Conifer,Native,6,1,14,21,0.3183098861837907,8,2.5,3.7900924682617188,235.7498779296875,11/5/2023 8:53:00 PM,Nice tree,11/5/2023 8:53:48 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:53:48 PM,rsaravan@flemingcollege.ca_Fleming,-78.74616489,44.34328984
57,78d797e0-dbe4-4b49-88b4-8cc01c5d2121,Deodarcedar,Conifer,Introduced,2,52,12,12,0.3183098861837907,"5,3,2,4",2.5,3.7900924682617188,232.8575439453125,11/5/2023 8:54:00 PM,,11/5/2023 8:54:45 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:54:45 PM,rsaravan@flemingcollege.ca_Fleming,-78.74561072,44.34343521
58,a3ed3572-090a-4997-895f-08682b29d0cf,CommonDogwood,Deciduous,Naturalized,6,0,14,12,0.6366197723675814,8,2.5,3.7900924682617188,230.3629150390625,11/5/2023 8:55:00 PM,Beaitifull tree sample,11/5/2023 8:55:32 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:55:32 PM,rsaravan@flemingcollege.ca_Fleming,-78.74483908,44.34361565
59,b308725b-95fa-489b-9d14-484f40036406,Mountainmaple,Deciduous,Native,3,21,12,2,0.6366197723675814,"7,5,4,3",2.5,3.7900924682617188,228.78521728515625,11/5/2023 8:56:53 PM,,11/5/2023 8:56:59 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:56:59 PM,rsaravan@flemingcollege.ca_Fleming,-78.74419132,44.34375653
60,21239146-89a7-4850-adc9-51ecdac886cd,Pawpaw,Deciduous,Native,6,0,12,21,3.819718634205488,8,2.5,3.7900924682617188,225.13262939453125,11/5/2023 8:57:00 PM,Nice tree,11/5/2023 8:58:05 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:58:05 PM,rsaravan@flemingcollege.ca_Fleming,-78.74298452,44.34402453
61,f4d2c18e-a5c9-4b01-868d-16fc26aa46d6,Japanesemaple,Deciduous,Introduced,3,52,12,12,0.3183098861837907,"7,6,4",2.5,3.7900924682617188,223.29644775390625,11/5/2023 8:58:00 PM,,11/5/2023 8:58:44 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:58:44 PM,rsaravan@flemingcollege.ca_Fleming,-78.74202881,44.3442267
62,4b71ba8a-92f0-4b9f-81e5-8e8305135cda,Japaneseangelicatree,Deciduous,Introduced,6,0,12,2,4.45633840657307,8,2.5,3.7900924682617188,222.10107421875,11/5/2023 8:59:00 PM,,11/5/2023 8:59:34 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 8:59:34 PM,rsaravan@flemingcollege.ca_Fleming,-78.74135317,44.34437864
63,84ed08fd-56e1-4e39-8d14-ff39c1fa9fe2,Subalpinefir,Conifer,Native,1,84,28,1,0.6366197723675814,"1,3,6",2.5,3.7900924682617188,221.19378662109375,11/5/2023 9:01:00 PM,,11/5/2023 9:01:59 PM,rsaravan@flemingcollege.ca_Fleming,11/5/2023 9:01:59 PM,rsaravan@flemingcollege.ca_Fleming,-78.7399647,44.34514206
64,a0e0e1fa-2fb0-4a36-a50b-de12bc205be5,Bluebeech,Deciduous,Native,1,2,2.5,2,0.12732395447351627,"3,8",3.372376670550709,4.738313267895459,264.7679518330842,11/6/2023 7:05:17 PM,,11/6/2023 7:05:33 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:05:33 PM,thpuvane@flemingcollege.ca_Fleming,-78.7379289734429,44.3392913309432
65,330dd62e-197a-43bf-9ece-2264038b2af8,Ginkgo,Deciduous,Introduced,1,2,3,2,0.12732395447351627,"8,3",3.374555391398202,4.736761862620304,267.6162953283638,11/6/2023 7:14:32 PM,"Maiden-hair, scientific name = Ginkgo biloba",11/6/2023 7:15:28 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:15:28 PM,thpuvane@flemingcollege.ca_Fleming,-78.7375249363922,44.3390731904779
66,3bef3476-57cb-4a77-bcb6-1ca8dfc7933c,Northernhackberry,Deciduous,Native,1,2,5,2.5,0.3183098861837907,"8,3",3.3777115576259256,4.734511766409403,267.2691629193723,11/6/2023 7:20:00 PM,,11/6/2023 7:21:05 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:21:05 PM,thpuvane@flemingcollege.ca_Fleming,-78.7380242054108,44.3392665837874
67,02cf8e3d-963f-4bd6-b393-1ef9937c8c89,Kentuckycoffeetree,Deciduous,Native,1,4,5,2,0.3183098861837907,"2,6,4",3.380308796641675,4.732657759878243,266.2027709130198,11/6/2023 7:22:00 PM,,11/6/2023 7:22:15 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:22:15 PM,thpuvane@flemingcollege.ca_Fleming,-78.7380978212303,44.3392204114748
68,087543d5-12af-4f77-8649-bdbee6465c74,Redmaple,Deciduous,Native,1,1,5,1,0.3819718634205488,"3,6",3.3783638067616293,4.734046368800364,265.9531359244138,11/6/2023 7:24:00 PM,,11/6/2023 7:24:50 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:24:50 PM,thpuvane@flemingcollege.ca_Fleming,-78.7371242027288,44.3386200734331
69,8d62a940-7216-4ff4-ae6d-89b606a9b113,Tuliptree,Deciduous,Native,1,1,1.5,0.8,0.03183098861837907,"4,3",3.377228563691781,4.734856308418787,265.16776543390006,11/6/2023 7:28:00 PM,,11/6/2023 7:28:30 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:28:30 PM,thpuvane@flemingcollege.ca_Fleming,-78.737050272231,44.3385714116128
70,01126542-afc8-4666-b92d-f2baeb2b1743,Sugarmaple,Deciduous,Native,1,2,3,1.2,0.35014087480216977,"2,3,6",3.3756506600359,4.73598138237346,264.6729862121865,11/6/2023 7:29:00 PM,,11/6/2023 7:29:45 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:29:45 PM,thpuvane@flemingcollege.ca_Fleming,-78.7369911428199,44.3384224742603
71,de82a088-58f0-4acc-ba99-24c0a284c8d0,Blackmaple,Deciduous,Native,1,1,3,1.2,0.3819718634205488,"6,2,4",3.373193329971743,4.737731924816239,263.4956875294447,11/6/2023 7:31:00 PM,,11/6/2023 7:31:38 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:31:38 PM,thpuvane@flemingcollege.ca_Fleming,-78.7369837897816,44.3383415725321
72,eb738220-6773-4e8b-a4dc-24b10f81a370,Sycamoremaple,Deciduous,Introduced,2,3,3,1,0.15915494309189535,"4,6,3",3.3795320077266324,4.733212486413433,263.357854004018,11/6/2023 7:34:00 PM,,11/6/2023 7:35:06 PM,thpuvane@flemingcollege.ca_Fleming,11/6/2023 7:35:06 PM,thpuvane@flemingcollege.ca_Fleming,-78.7369263193963,44.3382057266183
73,9787b2a7-de4d-4e10-89f5-25de19331df6,Blackmaple,Deciduous,Native,1,5,12,20,0.5092958178940651,8,2.5,3.7900924682617188,222.998046875,11/6/2023 9:14:13 PM,Next to war memorial in downtown Lindsay,11/6/2023 9:15:39 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 9:15:39 PM,trubini@flemingcollege.ca_Fleming,-78.74062933,44.35436831
74,852bbdc7-b08d-4df8-88f7-b268d6036d84,Silvermaple,Deciduous,Native,2,20,18,20,0.7639437268410976,"4,6",2.5,3.7900924682617188,231.7132568359375,11/6/2023 9:21:25 PM,Next to war memorial in downtown Lindsay,11/6/2023 9:22:33 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 9:22:33 PM,trubini@flemingcollege.ca_Fleming,-78.74084182,44.35446324
75,0f8a61c7-e93f-4f07-a416-d97f233e6f4b,Europeanbeech,Deciduous,Introduced,2,5,12,3,0.12732395447351627,4,2.5,3.7900924682617188,231.4476318359375,11/6/2023 9:27:32 PM,Next to Kawartha Art Gallery,11/6/2023 9:28:11 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 9:28:11 PM,trubini@flemingcollege.ca_Fleming,-78.74013164,44.35459792
76,8c331570-182f-4f06-af57-e84278aae767,Whiteoak,Deciduous,Native,1,5,12,3.5,0.15915494309189535,8,2.5,3.7900924682617188,233.9686279296875,11/6/2023 9:37:58 PM,In front of Kawartha Art Gallery,11/6/2023 9:38:39 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 9:38:39 PM,trubini@flemingcollege.ca_Fleming,-78.74031979,44.35448014
77,5efa0fe9-330f-4b85-929b-deb640e98504,Whiteelm,Deciduous,Native,3,10,4.5,1.5,0.0954929658551372,"2,6",2.5,3.7900924682617188,227.6934814453125,11/6/2023 9:46:52 PM,"Street tree on Kent St, Lindsay. Tag indicates this is Princeton cultivar of white elm.",11/6/2023 9:47:54 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 9:47:54 PM,trubini@flemingcollege.ca_Fleming,-78.74028832,44.35436113
78,0560ce6e-6f4a-466c-a23c-8f6bad49994c,Ginkgo,Deciduous,Introduced,1,5,4,2,0.06366197723675814,4,2.5,3.7900924682617188,225.7825927734375,11/6/2023 9:59:01 PM,"Street tree on Kent St, Lindsay. Tag indicates it is Princeton Sentry cultivar.",11/6/2023 10:00:56 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 10:00:56 PM,trubini@flemingcollege.ca_Fleming,-78.73548039,44.35523863
79,1e08227b-2271-4b16-9e5d-ac306fd38a47,Norwayspruce,Conifer,Introduced,1,5,25,13,0.2864788975654116,8,2.5,3.7900924682617188,220.68243408203125,11/6/2023 10:06:54 PM,"In Old Mill Park, Lindsay",11/6/2023 10:08:43 PM,trubini@flemingcollege.ca_Fleming,11/6/2023 10:08:43 PM,trubini@flemingcollege.ca_Fleming,-78.73378498,44.35654854
