ObjectID,GlobalID,Name of the Data Collector:,Date and Time of the Survey Entry:,Latitude:,Longitude:,Altitude:,Horizontal Accuracy (hdop):,Vertical Accuracy (vdop):,What is the name of the tree?,CalTreetype,Class:,Caltreeorigin,Native:,The Health Estimate of the Observed Tree:,On a scale from 1-10: (Percent of total),The Height Estimate of the Observed Tree:,The Crown Spread Estimate of the Observed Tree:,Circumference of the Observed Tree at 1.4m height:,Diameter at Breast Height (DBH) of the Observed Tree:,Select the Appropriate Flags:,Additional Comments:,CreationDate,Creator,EditDate,Editor,x,y
22,34dcd1fe-871b-4b22-b025-a263e64d1b06,1,11/6/2023 4:11:00 PM,44.33915833333334,-78.74467666666666,277.1,1.7000000476837158,3.700000047683716,217,Deciduous,Deciduous,Native,Native,2,70,7.3,6.8,0.5,0.15915494309189535,"6,5,2",Trees condition needs to be monitored in regular intervals.,11/6/2023 4:14:02 PM,nchenell@flemingcollege.ca_Fleming,11/6/2023 4:14:02 PM,nchenell@flemingcollege.ca_Fleming,-78.7446766666667,44.3391583333333
23,3e5c06b0-6c09-43b1-8458-54b3706e8119,1,11/6/2023 4:14:00 PM,44.33893333333334,-78.74487500000001,270,1.5,3.5,170,Conifer,Conifer,Native,Native,3,50,8.2,5.3,0.8,0.25464790894703254,"6,5,2",There is physical damage and condition needs to be monitored.,11/6/2023 4:16:28 PM,nchenell@flemingcollege.ca_Fleming,11/6/2023 4:16:28 PM,nchenell@flemingcollege.ca_Fleming,-78.744875,44.3389333333333
24,f8483f2a-2eed-45ea-9661-87c2b693c6e4,1,11/6/2023 4:16:00 PM,44.338715,-78.74444333333332,267.2,1.5,3.5,233,Deciduous,Deciduous,Native,Native,2,30,9,3.2,0.5,0.15915494309189535,"3,5",Evidence of infestation.,11/6/2023 4:18:53 PM,nchenell@flemingcollege.ca_Fleming,11/6/2023 4:18:53 PM,nchenell@flemingcollege.ca_Fleming,-78.7444433333333,44.338715
25,8de86306-13b9-4da9-ad03-dd43854f5b91,4,11/6/2023 4:16:00 PM,44.339416666666665,-78.74507666666666,237.8,1.399999976158142,8.399999618530273,188,Conifer,Conifer,Native,Native,5,20,9.5,6,2,0.6366197723675814,8,Good health,11/6/2023 4:18:54 PM,hetparm@flemingcollege.ca_Fleming,11/6/2023 4:18:54 PM,hetparm@flemingcollege.ca_Fleming,-78.7450766666667,44.3394166666667
26,980eca14-3014-4566-b62b-1edf1dd466ad,1,11/6/2023 4:19:00 PM,44.338620000000006,-78.74448666666667,270.1,1.5,3.5999999046325684,156,Deciduous,Deciduous,Native,Native,1,0,4.5,2.2,0.3,0.0954929658551372,8,Tree is in good condition.,11/6/2023 4:20:42 PM,nchenell@flemingcollege.ca_Fleming,11/6/2023 4:20:42 PM,nchenell@flemingcollege.ca_Fleming,-78.7444866666667,44.33862
27,073afcad-cbdd-42fd-930a-752e7e1584ee,1,11/6/2023 4:21:00 PM,44.338498333333334,-78.74459499999999,269.2,1.600000023841858,3.5999999046325684,162,Deciduous,Deciduous,Native,Native,2,30,6.3,4.2,0.4,0.12732395447351627,"5,7",Contidion needs to be reviewed.,11/6/2023 4:23:24 PM,nchenell@flemingcollege.ca_Fleming,11/6/2023 4:23:24 PM,nchenell@flemingcollege.ca_Fleming,-78.744595,44.3384983333333
28,4c72aca6-c8d3-4f34-91f6-43ef81415e05,1,11/6/2023 4:23:00 PM,44.33839,-78.74486,267.3,1.5,3.700000047683716,184,Conifer,Conifer,Introduced,Introduced,3,70,8.5,6.3,0.8,0.25464790894703254,"6,4",Need to monito the tree,11/6/2023 4:30:00 PM,nchenell@flemingcollege.ca_Fleming,11/6/2023 4:30:00 PM,nchenell@flemingcollege.ca_Fleming,-78.74486,44.33839
29,7fd53259-19de-40f0-825a-436445da5248,2,11/7/2023 2:47:00 PM,44.34035624182695,-78.73898784795938,247.13993487241,5.28946590423584,8.99538516998291,168,Conifer,Conifer,Introduced,Introduced,6,10,6,5,0.8,0.25464790894703254,8,,11/7/2023 2:49:21 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 2:49:21 PM,assriniv@flemingcollege.ca_Fleming,-78.7389878479594,44.340356241827
32,719ab53a-df19-4463-a947-7093748a4522,2,11/7/2023 3:03:00 PM,44.33975577607512,-78.73946089963131,240.710256996552,7.233814716339111,9.399214744567871,290,Conifer,Conifer,Native,Native,4,20,3,2,0.1,0.03183098861837907,2,,11/7/2023 3:06:03 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:06:03 PM,assriniv@flemingcollege.ca_Fleming,-78.7394608996313,44.3397557760751
33,1f9cbb36-79fc-46d0-9012-f8b98fef6b53,2,11/7/2023 3:07:00 PM,44.33953864384377,-78.73950088775787,236.153869717243,4.508189678192139,3,233,Deciduous,Deciduous,Native,Native,1,90,5,2.5,0.1,0.03183098861837907,"2,3,4",,11/7/2023 3:09:04 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:09:04 PM,assriniv@flemingcollege.ca_Fleming,-78.7395008877579,44.3395386438438
34,83a13167-4915-4a60-85cc-715bb7eda4db,2,11/7/2023 3:17:00 PM,44.339298497025915,-78.73875476434368,233.26262968041,4.107151031494141,3.098475694656372,232,Deciduous,Deciduous,Naturalized,Naturalized,2,40,6,5,1,0.3183098861837907,"2,3,4",,11/7/2023 3:19:16 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:19:16 PM,assriniv@flemingcollege.ca_Fleming,-78.7387547643437,44.3392984970259
35,706af719-5dd0-4e67-90f5-43a8bf851bfc,1,11/7/2023 3:18:00 PM,44.33926833333333,-78.73812166666667,266.5,1.5,3.799999952316284,19,Deciduous,Deciduous,Native,Native,3,60,8.5,5,0.4,0.12732395447351627,"3,4,6",Tree has some physical damage.,11/7/2023 3:20:46 PM,nchenell@flemingcollege.ca_Fleming,11/7/2023 3:20:46 PM,nchenell@flemingcollege.ca_Fleming,-78.7381216666667,44.3392683333333
36,1f06e9ea-b99f-469f-9534-348c72e0c04a,2,11/7/2023 3:19:00 PM,44.33924552987657,-78.73808905599829,229.766628581219,4.336601257324219,3.1203110218048096,124,Deciduous,Deciduous,Native,Native,1,100,3.5,2.5,0.2,0.06366197723675814,"1,6",,11/7/2023 3:20:49 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:20:49 PM,assriniv@flemingcollege.ca_Fleming,-78.7380890559983,44.3392455298766
37,83a117ed-e91e-47cd-8052-d58f1edcc232,2,11/7/2023 3:20:00 PM,44.33924676145799,-78.73800267884728,235.504938011628,4.474815845489502,5.086616516113281,68,Deciduous,Deciduous,Native,Native,3,60,4,3,0.5,0.15915494309189535,"2,5",,11/7/2023 3:22:45 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:22:45 PM,assriniv@flemingcollege.ca_Fleming,-78.7380026788473,44.339246761458
38,86b6d82b-65e0-475e-9e08-99fe96f43ee1,2,11/7/2023 3:22:00 PM,44.33931012529313,-78.73791123956516,239.824512169798,4.5970001220703125,3,111,Deciduous,Deciduous,Native,Native,3,10,3.2,2.8,0.4,0.12732395447351627,"2,5",,11/7/2023 3:23:56 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:23:56 PM,assriniv@flemingcollege.ca_Fleming,-78.7379112395652,44.3393101252931
39,97f6dd2d-d79b-4bf1-a4f1-5e9723b607ec,2,11/7/2023 3:24:00 PM,44.33930605084689,-78.73779464710461,241.676352892239,3.9691269397735596,3,56,Deciduous,Deciduous,Native,Native,1,100,2.8,2.5,0.2,0.06366197723675814,"1,3,6",,11/7/2023 3:25:02 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:25:02 PM,assriniv@flemingcollege.ca_Fleming,-78.7377946471046,44.3393060508469
40,5eb6971d-ffe3-4c88-884a-137414621085,1,11/7/2023 3:22:00 PM,44.338935000000006,-78.73805833333333,264.1,1.2999999523162842,3.5999999046325684,178,Conifer,Conifer,Native,Native,1,20,11,9,1.2,0.3819718634205488,8,Tree is in good condition.,11/7/2023 3:27:16 PM,nchenell@flemingcollege.ca_Fleming,11/7/2023 3:27:16 PM,nchenell@flemingcollege.ca_Fleming,-78.7380583333333,44.338935
41,fe235d68-d839-4e3d-bb30-660b56d44995,2,11/7/2023 3:25:00 PM,44.339251211795066,-78.73762525799643,236.331250123767,3.995283365249634,3,123,Deciduous,Deciduous,Native,Native,1,100,4.2,3.5,0.4,0.12732395447351627,"1,6,3",,11/7/2023 3:27:48 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:27:48 PM,assriniv@flemingcollege.ca_Fleming,-78.7376252579964,44.3392512117951
42,9979f1a8-d82b-4f61-a7b5-ae207f2b97a2,2,11/7/2023 3:26:00 PM,44.33921255956485,-78.73763944184162,237.258573662477,4.085362434387207,3.0320980548858643,123,Deciduous,Deciduous,Native,Native,1,100,3.9,2.3,0.4,0.12732395447351627,1,,11/7/2023 3:27:49 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:27:49 PM,assriniv@flemingcollege.ca_Fleming,-78.7376394418416,44.3392125595648
43,aeb8a034-b835-44ce-88fd-48e64110285f,2,11/7/2023 3:28:00 PM,44.3390872855363,-78.7373408581092,235.361543908598,4.432407379150391,3,17,Deciduous,Deciduous,Naturalized,Naturalized,1,100,4.5,3.8,0.8,0.25464790894703254,"1,6",,11/7/2023 3:29:26 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:29:26 PM,assriniv@flemingcollege.ca_Fleming,-78.7373408581092,44.3390872855363
44,972685bb-0806-4eed-ab65-43bc9d39c35c,2,11/7/2023 3:29:00 PM,44.33913986806298,-78.73730393934451,234.003943038268,3.7079124450683594,3,160,Conifer,Conifer,Introduced,Introduced,1,100,1.8,1.5,0.1,0.03183098861837907,"2,6",,11/7/2023 3:30:32 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:30:32 PM,assriniv@flemingcollege.ca_Fleming,-78.7373039393445,44.339139868063
45,da3952d3-41b2-4d18-a8fe-e2a5a125bff9,1,11/7/2023 3:29:00 PM,44.33888666666667,-78.73875500000001,271,1.7000000476837158,3.700000047683716,171,Conifer,Conifer,Native,Native,1,0,8,4.5,1,0.3183098861837907,8,Tree is in very good condition.,11/7/2023 3:31:55 PM,nchenell@flemingcollege.ca_Fleming,11/7/2023 3:31:55 PM,nchenell@flemingcollege.ca_Fleming,-78.738755,44.3388866666667
46,6a8da554-843f-4f2e-a98c-348eb4d610c6,2,11/7/2023 3:31:00 PM,44.338767232340075,-78.73782778396772,239.915461401181,4.190855979919434,4.700153350830078,293,Deciduous,Deciduous,Native,Native,1,100,3.6,2.4,0.2,0.06366197723675814,"1,5,6",,11/7/2023 3:33:49 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:33:49 PM,assriniv@flemingcollege.ca_Fleming,-78.7378277839677,44.3387672323401
47,332b0ad6-6edf-4311-8345-6971ce9b806a,1,11/7/2023 3:32:00 PM,44.33878166666667,-78.73867666666666,269.1,1.399999976158142,3.5999999046325684,176,Conifer,Conifer,Native,Native,2,30,9.5,7,0.9,0.2864788975654116,"6,3",Tree is in good condition but there is proof of physical damage.,11/7/2023 3:34:56 PM,nchenell@flemingcollege.ca_Fleming,11/7/2023 3:34:56 PM,nchenell@flemingcollege.ca_Fleming,-78.7386766666667,44.3387816666667
48,fe3bfe28-a026-4cdf-b6f0-cab44b47cf78,2,11/7/2023 3:33:00 PM,44.33875672958407,-78.73783032598988,240.912819672417,4.181829452514648,3,84,Deciduous,Deciduous,Naturalized,Naturalized,2,60,3,1.8,0.1,0.03183098861837907,"3,2",,11/7/2023 3:35:15 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:35:15 PM,assriniv@flemingcollege.ca_Fleming,-78.7378303259899,44.3387567295841
49,85c9c4e4-c6ab-4b72-9c20-4acab83daabc,2,11/7/2023 3:35:00 PM,44.33869495195239,-78.73775330901296,240.659296491154,3.6579456329345703,3,274,Deciduous,Deciduous,Native,Native,1,100,2.2,2.5,0.2,0.06366197723675814,"1,6",,11/7/2023 3:37:09 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:37:09 PM,assriniv@flemingcollege.ca_Fleming,-78.737753309013,44.3386949519524
50,3ac8debb-5ae3-406b-8c58-fa184d1c0799,1,11/7/2023 3:35:00 PM,44.339103333333334,-78.73895,267.1,2.0999999046325684,3.9000000953674316,189,Conifer,Conifer,Native,Native,3,40,4,3,0.3,0.0954929658551372,"2,5",Condition needs to be monitored.,11/7/2023 3:38:29 PM,nchenell@flemingcollege.ca_Fleming,11/7/2023 3:38:29 PM,nchenell@flemingcollege.ca_Fleming,-78.73895,44.3391033333333
51,60b96e80-c1b0-44ea-a288-93f6211244dd,2,11/7/2023 3:37:00 PM,44.338669729238234,-78.73767458187211,240.281596747161,3.813293695449829,3,125,Deciduous,Deciduous,Native,Native,3,10,2,2,0.2,0.06366197723675814,2,,11/7/2023 3:38:33 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:38:33 PM,assriniv@flemingcollege.ca_Fleming,-78.7376745818721,44.3386697292382
52,979a27ac-7e23-4a43-b28e-b81b869e9746,2,11/7/2023 3:38:00 PM,44.3385480061648,-78.73781353270566,239.596473392592,3.8580265045166016,3,230,Deciduous,Deciduous,Native,Native,1,100,3.5,1.8,0.1,0.03183098861837907,"1,6",,11/7/2023 3:39:30 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:39:30 PM,assriniv@flemingcollege.ca_Fleming,-78.7378135327057,44.3385480061648
53,77c1d787-9c70-4840-8b94-0aeb2e45dc52,1,11/7/2023 3:39:00 PM,44.338956666666675,-78.73900499999999,266.5,2,3.700000047683716,299,Conifer,Conifer,Native,Native,1,10,3,1,0.2,0.06366197723675814,8,Tree is in very good condition.,11/7/2023 3:40:11 PM,nchenell@flemingcollege.ca_Fleming,11/7/2023 3:40:11 PM,nchenell@flemingcollege.ca_Fleming,-78.739005,44.3389566666667
54,9cae6224-f98b-4ff6-b72a-b6c97c29862d,2,11/7/2023 3:39:00 PM,44.33857171865138,-78.73788082137499,238.900104752081,3.5110650062561035,3,13,Deciduous,Deciduous,Native,Native,2,90,4.2,3.4,0.3,0.0954929658551372,"3,6",,11/7/2023 3:41:01 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:41:01 PM,assriniv@flemingcollege.ca_Fleming,-78.737880821375,44.3385717186514
55,30ab6a72-a65a-4f09-a801-62e824c3918c,2,11/7/2023 3:41:00 PM,44.338560315639,-78.73767773915029,238.448846637907,3.671675205230713,3,158,Deciduous,Deciduous,Native,Native,1,100,3,1.3,0.1,0.03183098861837907,"1,6",,11/7/2023 3:42:19 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:42:19 PM,assriniv@flemingcollege.ca_Fleming,-78.7376777391503,44.338560315639
56,f9c7e388-4bc7-44a4-9efe-624a2bcf173f,2,11/7/2023 3:42:00 PM,44.338653796624826,-78.73745039596407,240.942101103168,4.062376976013184,3.1054201126098633,166,Deciduous,Deciduous,Native,Native,1,100,3.6,2.1,0.2,0.06366197723675814,"6,1",,11/7/2023 3:43:23 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:43:23 PM,assriniv@flemingcollege.ca_Fleming,-78.7374503959641,44.3386537966248
57,41fab2f0-a403-4ff6-a7f2-0f62026ce71a,2,11/7/2023 3:43:00 PM,44.33861435834047,-78.7374111194707,236.44632277997,4.003152370452881,3.0919077396392822,302,Deciduous,Deciduous,Native,Native,2,80,2.6,2.1,0.2,0.06366197723675814,"2,6",,11/7/2023 3:44:35 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:44:35 PM,assriniv@flemingcollege.ca_Fleming,-78.7374111194707,44.3386143583405
58,e98ba628-a7f7-453e-b717-f4c17cc306c3,2,11/7/2023 3:44:00 PM,44.33862611503512,-78.73755628969037,235.188595713003,4.203223705291748,3,202,Deciduous,Deciduous,Native,Native,1,100,4.5,2.8,0.3,0.0954929658551372,"1,6",,11/7/2023 3:45:34 PM,assriniv@flemingcollege.ca_Fleming,11/7/2023 3:45:34 PM,assriniv@flemingcollege.ca_Fleming,-78.7375562896904,44.3386261150351
60,27d785b5-caa9-4fd8-b499-91ee25b94389,4,11/7/2023 7:25:00 PM,44.34044333333333,-78.74045166666666,227.6,1.5,15.899999618530273,170,Conifer,Conifer,Native,Native,4,30,13,6,1,0.3183098861837907,8,Good health,11/7/2023 7:29:05 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 7:29:05 PM,hetparm@flemingcollege.ca_Fleming,-78.7404516666667,44.3404433333333
61,11447a66-d99b-4f56-857f-ffbd602de4c3,4,11/7/2023 7:29:00 PM,44.339821666666666,-78.74087166666666,230.6,1.399999976158142,8.600000381469727,227,Deciduous,Deciduous,Native,Native,3,60,8,3,1,0.3183098861837907,2,Dead leaves,11/7/2023 7:33:24 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 7:33:24 PM,hetparm@flemingcollege.ca_Fleming,-78.7408716666667,44.3398216666667
62,2fd599cf-4a54-450c-9b5f-31d2692b46d2,4,11/7/2023 7:33:00 PM,44.340715,-78.73957833333334,229,1.7000000476837158,10.600000381469727,189,Conifer,Conifer,Native,Native,5,20,15,7,1,0.3183098861837907,8,Good health,11/7/2023 7:43:07 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 7:43:07 PM,hetparm@flemingcollege.ca_Fleming,-78.7395783333333,44.340715
63,e8cd2bf1-f461-4b66-9469-ef930c8a6a7f,4,11/7/2023 7:43:00 PM,44.34186666666666,-78.73962499999999,235.5,1.7000000476837158,11.600000381469727,21,Deciduous,Deciduous,Native,Native,4,30,7,5,1,0.3183098861837907,2,Dead leaves are present,11/7/2023 7:50:41 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 7:50:41 PM,hetparm@flemingcollege.ca_Fleming,-78.739625,44.3418666666667
64,3893449d-ab2d-4cd0-b093-ad88caa17ed7,4,11/7/2023 7:50:00 PM,44.341651666666664,-78.7398,230.2,1.399999976158142,11.300000190734863,233,Deciduous,Deciduous,Native,Native,4,30,16,8,1.5,0.477464829275686,8,Good health,11/7/2023 7:56:46 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 7:56:46 PM,hetparm@flemingcollege.ca_Fleming,-78.7398,44.3416516666667
65,2c291cbf-5656-476f-8165-ac87ca490984,4,11/7/2023 8:01:00 PM,44.34145,-78.74082166666668,234.8,1.5,11.300000190734863,146,Conifer,Conifer,Native,Native,4,40,14,6,0.8,0.25464790894703254,5,Good health,11/7/2023 8:08:11 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:08:11 PM,hetparm@flemingcollege.ca_Fleming,-78.7408216666667,44.34145
66,f338c91c-96aa-486b-b957-df6d65f1d9a6,4,11/7/2023 8:08:00 PM,44.34147333333333,-78.74166666666666,235.8,1.5,9.600000381469727,187,Conifer,Conifer,Native,Native,4,40,10,4,1,0.3183098861837907,8,Good health,11/7/2023 8:11:14 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:11:14 PM,hetparm@flemingcollege.ca_Fleming,-78.7416666666667,44.3414733333333
67,03a15535-1343-4356-8e29-e6cbee43a620,4,11/7/2023 8:17:00 PM,44.340599999999995,-78.74256833333334,234.1,1.600000023841858,7.5,68,Deciduous,Deciduous,Native,Native,5,30,14,8,1,0.3183098861837907,5,Good health,11/7/2023 8:23:37 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:23:37 PM,hetparm@flemingcollege.ca_Fleming,-78.7425683333333,44.3406
68,73e974bf-b29b-45a7-a4ed-ac387cc9e518,4,11/7/2023 8:23:00 PM,44.34011999999999,-78.74222499999999,232.8,1.600000023841858,7.599999904632568,189,Conifer,Conifer,Native,Native,5,30,16,5,1.2,0.3819718634205488,5,Good health,11/7/2023 8:26:44 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:26:44 PM,hetparm@flemingcollege.ca_Fleming,-78.742225,44.34012
69,3518a9fc-da1a-458a-9fc2-84bcd635f3d1,4,11/7/2023 8:26:00 PM,44.340104999999994,-78.74192500000001,234.2,1.600000023841858,10.399999618530273,146,Conifer,Conifer,Native,Native,5,30,8,5,0.8,0.25464790894703254,8,Good health,11/7/2023 8:30:35 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:30:35 PM,hetparm@flemingcollege.ca_Fleming,-78.741925,44.340105
70,b2df1871-1f88-4681-bcf0-dfc0aa1466be,4,11/7/2023 8:31:00 PM,44.340006666666675,-78.74164666666667,234.8,1.2999999523162842,6.300000190734863,19,Deciduous,Deciduous,Native,Native,5,20,4,2,0.4,0.12732395447351627,8,Good health,11/7/2023 8:35:06 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:35:06 PM,hetparm@flemingcollege.ca_Fleming,-78.7416466666667,44.3400066666667
71,c35cfd1f-4d8d-4719-95d2-62103668c713,4,11/7/2023 8:35:00 PM,44.340226666666666,-78.74146,237.4,1.7000000476837158,6.5,168,Conifer,Conifer,Introduced,Introduced,5,40,18,7,1.5,0.477464829275686,8,Good health,11/7/2023 8:37:29 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:37:29 PM,hetparm@flemingcollege.ca_Fleming,-78.74146,44.3402266666667
72,14d7654d-a8e3-4cdc-8435-e2a420c2443e,4,11/7/2023 8:37:00 PM,44.34032333333333,-78.74197833333332,241.5,1.7000000476837158,6.699999809265137,170,Conifer,Conifer,Native,Native,5,40,14,6,1.2,0.3819718634205488,4,Good health,11/7/2023 8:42:07 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:42:07 PM,hetparm@flemingcollege.ca_Fleming,-78.7419783333333,44.3403233333333
73,fdda1d85-0a8e-4992-a72b-6d3cc3e62168,4,11/7/2023 8:42:00 PM,44.34062000000001,-78.74219833333333,234.6,1.399999976158142,6.599999904632568,290,Conifer,Conifer,Native,Native,5,30,7,5,1,0.3183098861837907,4,Good health,11/7/2023 8:45:02 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 8:45:02 PM,hetparm@flemingcollege.ca_Fleming,-78.7421983333333,44.34062
74,01705bb8-e6d3-430f-b77f-24ee5570a3d1,4,11/7/2023 8:47:00 PM,44.33974166666667,-78.74076333333333,237,1.399999976158142,6.300000190734863,173,Conifer,Conifer,Introduced,Introduced,5,20,18,7,1.5,0.477464829275686,5,Good health,11/7/2023 9:03:53 PM,hetparm@flemingcollege.ca_Fleming,11/7/2023 9:03:53 PM,hetparm@flemingcollege.ca_Fleming,-78.7407633333333,44.3397416666667
