ObjectID,GlobalID,UserID,Elevation,Accuracy,Select the observed tree from the list:,The observed species type is:,The observed species native status is:,The DBH(Diameter at Breast Height) is:,Estimate the height (m) of the tree:,Estimate the spread of the canopy (m):,Estimate the amount (%) of deadwood in the canopy:,Rank the health of the tree 1 - 6:,Are any of these flag applicable? Select as many as apply.,Any comments?,CreationDate,Creator,EditDate,Editor,x,y
25,a5ec8c13-6265-4821-ba2e-20cbe5b589f4,rgoerlit@flemingcollege.ca_Fleming,268.432822017191,5,Sugar maple,Deciduous,Native,7.96,25,10,Deadwood20,Health2,Trimming,,11/1/2023 7:03:03 PM,rgoerlit@flemingcollege.ca_Fleming,11/1/2023 7:03:03 PM,rgoerlit@flemingcollege.ca_Fleming,-78.7394431606668,44.3395340256806
26,5a1abb0a-a606-45d2-89c4-8ad847d688b6,rgoerlit@flemingcollege.ca_Fleming,268.157094624874,5,Red oak,Deciduous,Native,3.82,15,5,Deadwood20,Health2,Trimming,,11/1/2023 7:03:55 PM,rgoerlit@flemingcollege.ca_Fleming,11/1/2023 7:03:55 PM,rgoerlit@flemingcollege.ca_Fleming,-78.7392828986782,44.3395114783611
27,f54b1774-62cd-40af-aeb9-b8c4bb407f98,rgoerlit@flemingcollege.ca_Fleming,266.813128597591,5,Red oak,Deciduous,Native,14.32,40,15,Deadwood10,Health1,Trimming,,11/1/2023 7:05:07 PM,rgoerlit@flemingcollege.ca_Fleming,11/1/2023 7:05:07 PM,rgoerlit@flemingcollege.ca_Fleming,-78.7392562442261,44.3395017134439
28,3b769f82-bba2-4a22-9bef-0b041fd474fa,rgoerlit@flemingcollege.ca_Fleming,266.56244595935,5,Red oak,Deciduous,Native,14.32,45,20,Deadwood10,Health2,Trimming,,11/1/2023 7:06:25 PM,rgoerlit@flemingcollege.ca_Fleming,11/1/2023 7:06:25 PM,rgoerlit@flemingcollege.ca_Fleming,-78.7392212078709,44.3394536013197
29,879873d2-5735-429f-a4c9-c9aeca46edaf,rgoerlit@flemingcollege.ca_Fleming,266.859208494963,5,Eastern white-cedar,Conifer,Native,3.18,5,2,Deadwood10,Health1,Trimming,,11/1/2023 7:07:46 PM,rgoerlit@flemingcollege.ca_Fleming,11/1/2023 7:07:46 PM,rgoerlit@flemingcollege.ca_Fleming,-78.7391546555597,44.3394116918038
30,f4d65887-90b2-4159-9e16-241fb3e71a9e,rgoerlit@flemingcollege.ca_Fleming,266.837904496438,10,Eastern white pine,Conifer,Native,11.14,30,20,Deadwood10,Health1,Trimming,,11/1/2023 7:08:55 PM,rgoerlit@flemingcollege.ca_Fleming,11/1/2023 7:08:55 PM,rgoerlit@flemingcollege.ca_Fleming,-78.7390399073053,44.3392149685364
31,38e371e2-bbe7-4d83-9ff7-84cdf9710ed8,rgoerlit@flemingcollege.ca_Fleming,266.37510844269,5,Basswood,Deciduous,Native,12.73,25,20,Deadwood30,Health3,"ClearBranches,Trimming",,11/1/2023 7:10:00 PM,rgoerlit@flemingcollege.ca_Fleming,11/1/2023 7:10:00 PM,rgoerlit@flemingcollege.ca_Fleming,-78.7388881110388,44.3390787626098
32,f28a588c-822d-456e-b5ee-4055c6a75b1d,rgoerlit@flemingcollege.ca_Fleming,266.628339178158,5,Balsam fir,Conifer,Native,3.18,4,3,Deadwood10,Health1,Trimming,,11/1/2023 7:10:56 PM,rgoerlit@flemingcollege.ca_Fleming,11/1/2023 7:10:56 PM,rgoerlit@flemingcollege.ca_Fleming,-78.7390104030061,44.3390213465731
33,7e86ecd4-4817-4333-98fd-542ae7294cba,fbest@flemingcollege.ca_Fleming,266.712743419223,4.74295078377891,Red maple,Deciduous,Native,63.66,16,14,Deadwood10,Health2,BeautifulExample,,11/3/2023 12:05:10 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:05:10 PM,fbest@flemingcollege.ca_Fleming,-78.7421617868057,44.340717844838
34,73b0f9ac-9aaa-4336-ae9d-1041dc35e849,fbest@flemingcollege.ca_Fleming,266.508865188807,4.73992861196613,Eastern white-cedar,Conifer,Native,28.65,12,6,Deadwood10,Health2,BeautifulExample,,11/3/2023 12:07:56 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:07:56 PM,fbest@flemingcollege.ca_Fleming,-78.7422560944165,44.3406191099801
35,d35f40ff-97a5-417f-a40f-ce85ef711ee7,fbest@flemingcollege.ca_Fleming,267.017663494684,4.74396146030236,Fireberry hawthorn,Deciduous,Native,31.83,6,8,Deadwood30,Health2,Trimming,,11/3/2023 12:12:33 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:12:33 PM,fbest@flemingcollege.ca_Fleming,-78.7409950305294,44.3402888308464
36,0eb3cde5-418c-4607-94ac-37fb3c7343da,fbest@flemingcollege.ca_Fleming,266.553471909836,4.7445138755827,Basswood,Deciduous,Native,14.32,17,14,Deadwood10,Health2,BeautifulExample,,11/3/2023 12:14:58 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:14:58 PM,fbest@flemingcollege.ca_Fleming,-78.7406891030937,44.3398927865671
37,6d086ed2-3d67-4017-acfe-35e37d461ed9,fbest@flemingcollege.ca_Fleming,267.029907174408,4.73645230317934,Norway maple,Deciduous,Naturalized,14.16,22,16,Deadwood10,Health2,BeautifulExample,,11/3/2023 12:17:45 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:17:45 PM,fbest@flemingcollege.ca_Fleming,-78.7398921213692,44.3399320644189
38,7d5d4851-3f75-4ecf-be1b-4588a0cdf640,fbest@flemingcollege.ca_Fleming,267.933570260182,4.74764712540091,Bitternut hickory,Deciduous,Native,2.39,11,4,Deadwood10,Health1,BeautifulExample,,11/3/2023 12:21:53 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:21:53 PM,fbest@flemingcollege.ca_Fleming,-78.7396962318814,44.3397822369612
39,8c8b65a0-296f-42d5-ade7-ee3a1151983a,fbest@flemingcollege.ca_Fleming,268.21049522981,4.74255122847057,Largetooth aspen,Deciduous,Native,24.51,26,10,Deadwood10,Health1,BeautifulExample,A beautiful example of an aspen ,11/3/2023 12:23:41 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:23:41 PM,fbest@flemingcollege.ca_Fleming,-78.7396351174155,44.3397488699702
40,66500d37-60ea-4f2b-92a2-950d2e22cb36,fbest@flemingcollege.ca_Fleming,269.618582249619,4.74863334931967,Red oak,Deciduous,Native,1.75,7,3,Deadwood0,Health1,BeautifulExample,A beautiful oak ,11/3/2023 12:26:12 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:26:12 PM,fbest@flemingcollege.ca_Fleming,-78.7394749698915,44.3395318300207
41,f0b0a05f-f021-4084-94a0-a907f4426520,fbest@flemingcollege.ca_Fleming,269.158724675886,4.74495710985184,Bur oak,Deciduous,Native,11.78,24,7,Deadwood20,Health2,Trimming,Not sure if it’s cork or dead branches or disease. But I think it’s cork. ,11/3/2023 12:29:02 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:29:02 PM,fbest@flemingcollege.ca_Fleming,-78.7394197056642,44.3396064129499
42,159201ae-bcbc-4a9a-b181-b1b6f0e078a9,fbest@flemingcollege.ca_Fleming,269.491067608818,4.74888417306099,Eastern hemlock,Conifer,Native,1.5,5,3,Deadwood0,Health1,BeautifulExample,A beautiful little tree. ,11/3/2023 12:30:02 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:30:02 PM,fbest@flemingcollege.ca_Fleming,-78.7394143014945,44.3395373219288
43,791e7b80-677e-48e9-8ce2-7564dbbd81ae,fbest@flemingcollege.ca_Fleming,269.770508454181,4.74367109995747,Eastern white pine,Conifer,Native,2.23,9,3,Deadwood0,Health1,BeautifulExample,In great condition ,11/3/2023 12:33:18 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:33:18 PM,fbest@flemingcollege.ca_Fleming,-78.7393886580795,44.3394884484149
44,eb13565b-f61f-4507-8a84-8caacb50794f,fbest@flemingcollege.ca_Fleming,267.785346452147,4.74094935832651,Red oak,Deciduous,Native,27.69,28,18,Deadwood10,Health1,BeautifulExample,,11/3/2023 12:35:24 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:35:24 PM,fbest@flemingcollege.ca_Fleming,-78.739132938259,44.3393860821452
45,a93a5bdf-ff5a-45d8-b6a4-8ec2f5f98ab0,fbest@flemingcollege.ca_Fleming,267.240695894696,4.74679474123229,Eastern white-cedar,Conifer,Native,0.64,4,3,Deadwood0,Health1,BeautifulExample,,11/3/2023 12:36:32 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:36:32 PM,fbest@flemingcollege.ca_Fleming,-78.7390869112725,44.3393662833106
46,1a0135b6-9b7b-438d-8ba9-86391f74903d,fbest@flemingcollege.ca_Fleming,267.463676086627,4.74321399767302,Norway maple,Deciduous,Naturalized,0.08,1,1,Deadwood0,Health1,BeautifulExample,,11/3/2023 12:37:48 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:37:48 PM,fbest@flemingcollege.ca_Fleming,-78.7390260275247,44.3392476111279
47,8ccccbfa-2b5c-439e-bcb9-f0b502d60c10,fbest@flemingcollege.ca_Fleming,267.380028300919,4.74521340511897,Basswood,Deciduous,Native,0.32,1,2,Deadwood10,Health2,Trimming,,11/3/2023 12:39:10 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:39:10 PM,fbest@flemingcollege.ca_Fleming,-78.7389884590118,44.3392486542042
48,e5048e46-2b53-4504-8d53-9a4027657ffd,fbest@flemingcollege.ca_Fleming,267.862336535007,4.73941499900729,Eastern white pine,Conifer,Native,38.2,30,18,Deadwood20,Health2,Trimming,,11/3/2023 12:40:40 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:40:40 PM,fbest@flemingcollege.ca_Fleming,-78.7389525322076,44.3390290878631
49,25bfde1a-36bb-4546-a2a1-1c653d6afc77,fbest@flemingcollege.ca_Fleming,267.376065799035,4.74229420123991,Red oak,Deciduous,Native,0.32,2,2,Deadwood0,Health1,BeautifulExample,,11/3/2023 12:41:37 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:41:37 PM,fbest@flemingcollege.ca_Fleming,-78.7389571847572,44.3389839177952
50,3419b158-212d-4ccb-88c0-545b3d56228e,fbest@flemingcollege.ca_Fleming,267.82323710341,4.74611743280312,Eastern white pine,Conifer,Native,1.11,5,4,Deadwood0,Health1,BeautifulExample,,11/3/2023 12:44:02 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:44:02 PM,fbest@flemingcollege.ca_Fleming,-78.739043129779,44.3389489508622
51,12f00309-945a-45ac-8b85-4313c174bfdb,fbest@flemingcollege.ca_Fleming,268.328544050455,4.74738588962707,Red oak,Deciduous,Native,0.8,5,4,Deadwood10,Health2,Trimming,,11/3/2023 12:45:24 PM,fbest@flemingcollege.ca_Fleming,11/3/2023 12:45:24 PM,fbest@flemingcollege.ca_Fleming,-78.7390940525908,44.3389632772923
52,2c5c207f-f41a-4857-8b6a-cf36f0cea4cc,mivimey@flemingcollege.ca_Fleming,265.869563093409,4.73634348182581,Common juniper,Conifer,Native,9.55,15,14,Deadwood30,Health4,BeautifulExample,,11/5/2023 9:46:26 PM,mivimey@flemingcollege.ca_Fleming,11/5/2023 9:46:26 PM,mivimey@flemingcollege.ca_Fleming,-78.7400069901281,44.3422691292217
53,8d86fc5d-83ec-4a3f-84fe-9f336812eb6f,mivimey@flemingcollege.ca_Fleming,265.887793515809,4.73544698563081,Staghorn sumac,Deciduous,Native,12.73,10,20,Deadwood60,Health2,"ConditionMonitored,Trimming,PhysicaDamage,Concerned",,11/5/2023 9:47:28 PM,mivimey@flemingcollege.ca_Fleming,11/5/2023 9:47:28 PM,mivimey@flemingcollege.ca_Fleming,-78.7400597871634,44.3421240501312
54,68066ae8-3094-4df9-9b49-80a16db66814,apmcba@flemingcollege.ca_Fleming,267.327114149928,4.71727829465865,Silver maple,Deciduous,Native,10.19,8,5,Deadwood10,Health3,,,11/6/2023 5:39:58 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:39:58 PM,apmcba@flemingcollege.ca_Fleming,-78.742707576676,44.344203039114
55,38b55851-8955-4091-b163-28f398728180,apmcba@flemingcollege.ca_Fleming,266.127067499794,4.77066941955008,Silver maple,Deciduous,Native,5.41,5,1,Deadwood10,Health3,,,11/6/2023 5:40:44 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:40:44 PM,apmcba@flemingcollege.ca_Fleming,-78.742685697326,44.3441590940699
56,eabcd40c-5753-4d6e-8722-dec3d9f05a4c,apmcba@flemingcollege.ca_Fleming,265.214359587058,4.73363739911586,Silver maple,Deciduous,Native,11.78,9,2,Deadwood20,Health3,,,11/6/2023 5:41:22 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:41:22 PM,apmcba@flemingcollege.ca_Fleming,-78.7428744350396,44.3440841546404
57,8c298328-a61a-44ac-a449-cd91a6b395ad,apmcba@flemingcollege.ca_Fleming,267.029142151587,4.73610581279005,Colorado spruce,Conifer,Introduced,10.82,3,3,Deadwood10,Health3,BeautifulExample,,11/6/2023 5:41:55 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:41:55 PM,apmcba@flemingcollege.ca_Fleming,-78.743315273481,44.343992231573
58,be529bb7-f185-4e73-8a52-1ae4f46aee9f,apmcba@flemingcollege.ca_Fleming,269.453314872459,4.73618190529296,Little-leaf linden,Deciduous,Introduced,8.91,11,2,Deadwood10,Health3,,,11/6/2023 5:42:46 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:42:46 PM,apmcba@flemingcollege.ca_Fleming,-78.7437789385573,44.3438990459534
59,d9019a4e-5656-4a3f-a659-0d3350c4d2fc,apmcba@flemingcollege.ca_Fleming,268.497219538316,4.72984304105793,Norway maple,Deciduous,Naturalized,39.79,15,5,Deadwood30,Health3,"Trimming,ClearBranches",,11/6/2023 5:44:18 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:44:18 PM,apmcba@flemingcollege.ca_Fleming,-78.7437973702982,44.3430473206202
60,aa86d982-15fb-4356-a7be-e03959a9d983,apmcba@flemingcollege.ca_Fleming,266.588625529781,4.7309664099288,Red oak,Deciduous,Native,38.2,7,2,Deadwood20,Health4,Trimming,,11/6/2023 5:46:24 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:46:24 PM,apmcba@flemingcollege.ca_Fleming,-78.7426962429799,44.3416831695109
61,d66c2880-76fd-49e3-b89d-914aba625c4c,apmcba@flemingcollege.ca_Fleming,270.021755218506,3.53553390593274,Sugar maple,Deciduous,Native,42.65,12,3,Deadwood20,Health4,"ConditionMonitored,ClearBranches,Trimming",,11/6/2023 5:48:34 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:48:34 PM,apmcba@flemingcollege.ca_Fleming,-78.7409586087603,44.34130172715
62,15a96ad0-9d0c-4c52-b932-90af65bfd91d,apmcba@flemingcollege.ca_Fleming,270.110472904518,4.76689785002992,Basswood,Deciduous,Native,35.65,11,4,Deadwood30,Health4,Trimming,,11/6/2023 5:49:14 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:49:14 PM,apmcba@flemingcollege.ca_Fleming,-78.7409915996793,44.3413345227787
63,57bf28fa-c13c-40b8-abef-52aa4d73efd8,apmcba@flemingcollege.ca_Fleming,267.239484080113,4.77777895267851,Tamarack,Conifer,Native,27.37,14,4,Deadwood30,Health3,,,11/6/2023 5:50:13 PM,apmcba@flemingcollege.ca_Fleming,11/6/2023 5:50:13 PM,apmcba@flemingcollege.ca_Fleming,-78.7409565385598,44.3414413255679
64,4a4b1f7a-6b15-4abc-9de1-6dfc4ff98471,eirenhea@flemingcollege.ca_Fleming,225.174338660907,3.48907423019409,Red maple,Deciduous,Native,149.61,18,18,Deadwood20,Health4,"ConditionMonitored,PhysicaDamage",,11/7/2023 3:52:58 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:52:58 PM,eirenhea@flemingcollege.ca_Fleming,-78.7356637034998,44.350373770117
65,37b7e7c9-abe3-4360-af18-6b0ef6c921a4,eirenhea@flemingcollege.ca_Fleming,224.715189593814,3.47519063949585,Red maple,Deciduous,Native,100.27,20,8,Deadwood10,Health5,"RemovalRecommended,ConditionMonitored,ClearBranches,Trimming,PhysicaDamage,Concerned","i walk under this guy everytime i have to leave or enter my house, which is a daily occurence",11/7/2023 3:52:59 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:52:59 PM,eirenhea@flemingcollege.ca_Fleming,-78.7349957375528,44.3505271097724
66,d4a11ead-9372-42e2-9d54-e88322346543,eirenhea@flemingcollege.ca_Fleming,222.563812684249,3.17348480224609,Red maple,Deciduous,Native,120,20,15,Deadwood30,Health4,"ClearBranches,Trimming",,11/7/2023 3:52:59 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:52:59 PM,eirenhea@flemingcollege.ca_Fleming,-78.7351277161974,44.3505317929112
67,fae206f4-a977-4fb9-8afe-4e66da665303,eirenhea@flemingcollege.ca_Fleming,226.210694801312,3.44935369491577,Manitoba maple,Deciduous,Native,30.24,8,6,Deadwood10,Health3,,\ ,11/7/2023 3:53:00 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:53:00 PM,eirenhea@flemingcollege.ca_Fleming,-78.7356888697066,44.3499961343334
68,b0ba41c7-7b57-4fef-a9c9-9562477831b5,eirenhea@flemingcollege.ca_Fleming,232.02250248506,3.8391330242157,Largetooth aspen,Deciduous,Native,50.29,16,5,Deadwood10,Health3,BeautifulExample,,11/7/2023 3:53:01 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:53:01 PM,eirenhea@flemingcollege.ca_Fleming,-78.7396361271292,44.3398579186908
69,b28e3b68-655e-4a77-858c-839ac117370e,eirenhea@flemingcollege.ca_Fleming,230.364943241569,3.98341083526611,Red oak,Deciduous,Native,34.06,15,5,Deadwood20,Health3,,,11/7/2023 3:53:02 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:53:02 PM,eirenhea@flemingcollege.ca_Fleming,-78.7392709723141,44.3395955268851
70,d27475ff-51b4-4e93-a1e6-79868cbca4fe,eirenhea@flemingcollege.ca_Fleming,221.242111671471,4.22100305557251,White birch,Deciduous,Native,30.24,12,5,Deadwood10,Health3,PhysicaDamage,,11/7/2023 3:53:02 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:53:02 PM,eirenhea@flemingcollege.ca_Fleming,-78.7292822702683,44.3384664827215
71,e2ff24cd-1ab3-4bba-a8b6-3ff2d9022fe8,eirenhea@flemingcollege.ca_Fleming,220.592172299165,3.43670725822449,Green ash,Deciduous,Native,31.83,20,6,Deadwood30,Health3,,,11/7/2023 3:53:03 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:53:03 PM,eirenhea@flemingcollege.ca_Fleming,-78.7291971865005,44.3369629185706
72,d2ca28ca-4fdf-4c6a-80c3-139ef02fddf9,eirenhea@flemingcollege.ca_Fleming,221.949514032414,3.95590853691101,Trembling aspen,Deciduous,Native,33.74,14,5,Deadwood20,Health3,,,11/7/2023 3:53:04 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:53:04 PM,eirenhea@flemingcollege.ca_Fleming,-78.7297184181531,44.3378316131099
73,3dd04fae-ec4a-4f18-8ab3-e0edc33c86a7,eirenhea@flemingcollege.ca_Fleming,233.215863158807,3.13537931442261,Eastern cottonwood,Deciduous,Native,99.95,28,10,Deadwood20,Health2,PhysicaDamage,,11/7/2023 3:53:05 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:53:05 PM,eirenhea@flemingcollege.ca_Fleming,-78.7390283016788,44.3383685795498
74,a7eee2fd-a833-4150-b670-f3960bd038f0,eirenhea@flemingcollege.ca_Fleming,235.042027502312,3.27110242843628,Eastern white pine,Conifer,Native,40.11,12,10,Deadwood0,Health1,BeautifulExample,,11/7/2023 3:53:06 PM,eirenhea@flemingcollege.ca_Fleming,11/7/2023 3:53:06 PM,eirenhea@flemingcollege.ca_Fleming,-78.7391677834977,44.3385659285245
75,a7a241d9-41c4-4257-88aa-bed09c735f20,mivimey@flemingcollege.ca_Fleming,269.026760146022,4.59593747689049,Largetooth aspen,Deciduous,Native,39.79,14,2,Deadwood10,Health4,BeautifulExample,,11/7/2023 5:58:33 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 5:58:33 PM,mivimey@flemingcollege.ca_Fleming,-78.7395909336198,44.3398626381947
76,038f1b20-bbd6-4e7b-9395-33e085faddcd,apmcba@flemingcollege.ca_Fleming,267.81242639292,4.74214640160893,Red oak,Deciduous,Native,25.46,13,6,Deadwood10,Health3,,,11/7/2023 6:00:03 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:00:03 PM,apmcba@flemingcollege.ca_Fleming,-78.7392542631985,44.3395451041708
77,78524be6-2449-4e20-92a2-fe65e8c0bbb3,mivimey@flemingcollege.ca_Fleming,269.878400667571,4.73870405893838,White spruce,Conifer,Native,4.77,3,1,Deadwood10,Health1,BeautifulExample,,11/7/2023 6:00:16 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:00:16 PM,mivimey@flemingcollege.ca_Fleming,-78.7392619804768,44.3395598238398
78,a2d3a429-d3db-473c-a9fc-71717fdcc2cb,apmcba@flemingcollege.ca_Fleming,269.745582964271,4.74152972859836,Tamarack,Conifer,Native,41.38,15,4,Deadwood20,Health2,,,11/7/2023 6:00:39 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:00:39 PM,apmcba@flemingcollege.ca_Fleming,-78.7393202178605,44.3394441971697
79,f479cb84-4244-4b25-81ef-a4dfbf39c963,mivimey@flemingcollege.ca_Fleming,271.930629775859,4.59593711436125,White spruce,Conifer,Native,3.18,2,1,Deadwood20,Health2,"Trimming,PhysicaDamage",,11/7/2023 6:01:20 PM,mivimey@flemingcollege.ca_Fleming,11/7/2023 6:01:20 PM,mivimey@flemingcollege.ca_Fleming,-78.7392689847189,44.3395234225733
80,655e593c-b66b-4a94-a3ca-974af3dde5d4,apmcba@flemingcollege.ca_Fleming,268.92991970107,4.73615930477518,Red oak,Deciduous,Native,38.2,16,3,Deadwood20,Health2,,,11/7/2023 6:01:31 PM,apmcba@flemingcollege.ca_Fleming,11/7/2023 6:01:31 PM,apmcba@flemingcollege.ca_Fleming,-78.739233970171,44.3394897341291
